,title,genre_list,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,ScienceFiction,TVMovie,Thriller,War,Western,vote_average,popularity,vote_count,revenue,budget,release_date,profit
4707,Altitude,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.9,15.64,80,0,0,2017-04-14,0
4708,Hellraiser: Revelations,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.7,15.637,149,0,350000,2011-10-18,-350000
4709,Phantom,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.9,15.635,193,1034589,10000000,2013-01-03,-8965411
4710,Mr. Popper's Penguins,"Comedy,Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.9,15.628,2023,187361754,55000000,2011-06-17,132361754
4711,Tarzan II,"Adventure,Animation,Family",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,15.628,750,0,0,2005-06-13,0
4712,The Man from Nowhere,"Action,Thriller,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.7,15.627,776,43059790,1255000,2010-08-04,41804790
4713,Spread,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.3,15.623,581,12032983,0,2009-01-16,12032983
4714,Sahara,"Adventure,Animation,Comedy,Family",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8,15.622,203,7800000,0,2017-02-01,7800000
4715,Paprika,"Animation,Drama,Mystery,ScienceFiction,Thriller",0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,7.8,15.622,1221,944915,0,2006-10-01,944915
4716,A Fistful of Dollars,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.9,15.62,2544,14500000,200000,1964-01-18,14300000
4717,Operation Condor,"Action,Adventure,Crime,Thriller",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.3,15.616,290,0,0,1991-02-07,0
4718,37 Seconds,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.6,15.614,30,0,125000,2019-02-09,-125000
4719,Kung Fu Panda: Secrets of the Furious Five,"Animation,Comedy,Family",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.6,15.613,251,0,0,2008-11-08,0
4720,Hope's Wish,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.612,0,0,0,,0
4721,Drumline,"Drama,Romance,Comedy,Music",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6.7,15.609000000000002,269,57588485,20000000,2002-12-13,37588485
4722,Once Upon a Time in Mexico,"Action,Drama,Mystery",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6.3,15.607999999999999,1411,98185582,29000000,2003-09-11,69185582
4723,Addams Family Reunion,"Comedy,Family,Fantasy,Thriller,TVMovie",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,4.6,15.607000000000001,180,0,0,1998-09-22,0
4724,Tammy,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,15.606,913,100525432,20000000,2014-07-02,80525432
4725,Dragon Ball: Sleeping Princess in Devil's Castle,"Action,Animation",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,15.606,122,0,0,1987-07-18,0
4726,Jane Got a Gun,"Action,Drama,Western",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.6,15.600999999999999,543,1397284,25000000,2015-12-31,-23602716
4727,Skin,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,15.599,199,0,0,2018-09-08,0
4728,Paul Blart: Mall Cop,"Action,Adventure,Comedy,Family",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3,15.597999999999999,1694,183293131,26000000,2009-01-15,157293131
4729,Little Bitches,"Comedy,Romance,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.4,15.595,34,0,0,2018-01-23,0
4730,The Book of Henry,"Drama,Crime,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.5,15.593,861,4596705,10000000,2017-06-16,-5403295
4731,Cool Kids Don't Cry,"Romance,Drama,Family",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,7.9,15.591,131,0,0,2012-02-15,0
4732,Monster,"Crime,Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2,15.569,1353,60378584,8000000,2003-12-24,52378584
4733,Young Hunter,"Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.9,15.568,7,0,0,2020-01-24,0
4734,Live by Night,"Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.2,15.567,922,22678555,108000000,2016-12-25,-85321445
4735,Ema,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,15.565999999999999,77,0,0,2019-09-26,0
4736,The Ruins,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.9,15.565999999999999,686,22700000,8000000,2008-04-02,14700000
4737,The Rebound,"Romance,Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.4,15.565,610,21791288,0,2009-09-16,21791288
4738,Freejack,ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.3,15.561,183,0,30000000,1992-01-17,-30000000
4739,She's Out of My League,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.3,15.559000000000001,1380,49779728,20000000,2010-03-11,29779728
4740,Barnyard,"Animation,Comedy,Family",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6,15.557,622,116476887,51000000,2006-08-04,65476887
4741,The Animatrix,"Animation,ScienceFiction",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2,15.554,944,0,5000000,2003-05-09,-5000000
4742,Nothing Left to Fear,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.2,15.552999999999999,126,1675381,3000000,2013-09-26,-1324619
4743,The Wrestler,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.5,15.55,2371,44703995,6000000,2008-09-07,38703995
4744,Next Friday,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,15.547,327,59827328,11000000,2000-01-12,48827328
4745,Anger Management,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,15.547,2121,195745823,75000000,2003-04-11,120745823
4746,Jason and the Argonauts,"Adventure,Family,Fantasy",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.1,15.546,336,0,1000000,1963-06-19,-1000000
4747,The Darkest Hour,"Horror,Action,Thriller,ScienceFiction",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5.0,15.539000000000001,895,64626786,30000000,2011-12-22,34626786
4748,Boogie Nights,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.6,15.538,1963,43101594,15000000,1997-10-07,28101594
4749,Lord of Illusions,"Horror,Fantasy",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6.0,15.534,172,0,0,1995-08-25,0
4750,Austin Powers in Goldmember,"Comedy,Crime,ScienceFiction",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,15.534,2163,296655431,63000000,2002-07-26,233655431
4751,"Game Over, Man!","Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,15.533,630,0,0,2018-03-23,0
4752,Urusei Yatsura: Only You,"Animation,Romance,ScienceFiction,Comedy",0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.2,15.533,15,0,0,1983-02-11,0
4753,Wild Hogs,"Action,Adventure,Comedy",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,15.533,1580,253625427,0,2007-03-02,253625427
4754,Death Warrant,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,15.529000000000002,329,16853487,4000000,1990-09-14,12853487
4755,Final Fantasy: The Spirits Within,"Adventure,Action,Animation,Fantasy,ScienceFiction,Thriller,Romance",1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,6.1,15.529000000000002,973,85131830,137000000,2001-07-02,-51868170
4756,Pelé: Birth of a Legend,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.4,15.527999999999999,690,27312,0,2016-05-06,27312
4757,Reaptown,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,15.527000000000001,1,0,0,2020-09-28,0
4758,Surrogates,"Action,ScienceFiction,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.1,15.527000000000001,2230,122444772,80000000,2009-09-24,42444772
4759,Don't Say a Word,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.1,15.527000000000001,558,100020092,50000000,2001-09-28,50020092
4760,The Miracle Season,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2,15.526,172,10230620,0,2018-04-13,10230620
4761,Cellular,"Thriller,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3,15.525,1232,56422687,25000000,2004-09-06,31422687
4762,The Little Hours,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,15.523,300,0,0,2017-06-30,0
4763,The Last Exorcism Part II,"Horror,Thriller,Drama",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.5,15.519,353,15179302,5000000,2013-02-28,10179302
4764,Are We Done Yet?,"Comedy,Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6,15.515999999999998,374,58400000,0,2007-04-04,58400000
4765,The Phantom of the Opera,"Thriller,Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7.3,15.515999999999998,1090,154648887,70000000,2004-12-08,84648887
4766,Mad Genius,ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.3,15.51,9,0,0,2017-08-25,0
4767,Beastie Boys Story,"Documentary,Music",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.8,15.508,56,0,0,2020-04-24,0
4768,A Merry Friggin' Christmas,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,15.507,131,0,0,2014-11-07,0
4769,One Child Nation,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,15.505999999999998,70,0,0,2019-03-29,0
4770,Again Once Again,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.504000000000001,0,0,0,2020-10-16,0
4771,Iron Man & Captain America: Heroes United,"Adventure,Animation,Action",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,15.504000000000001,46,0,0,2014-07-29,0
4772,Think Like a Man Too,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.5,15.504000000000001,407,70181428,24000000,2014-06-20,46181428
4773,Cyborg X,"Action,Horror,ScienceFiction",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.9,15.501,31,0,1000000,2016-05-17,-1000000
4774,It Boy,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,15.501,843,0,0,2013-03-06,0
4775,City of Ember,"Adventure,Family,Fantasy",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.2,15.501,1237,17869048,55000000,2008-10-07,-37130952
4776,Pirates of the Caribbean: Tales of the Code – Wedlocked,"Adventure,Action,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.7,15.499,27,0,0,2011-10-18,0
4777,Victor Frankenstein,"Drama,ScienceFiction,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,5.8,15.498,1468,34227298,40000000,2015-11-10,-5772702
4778,Stan Helsing,"Comedy,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,15.495999999999999,263,0,108,2009-10-27,-108
4779,Brimstone,"Mystery,Thriller,Western",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,7.1,15.495,644,0,13000000,2016-03-12,-13000000
4780,The Frighteners,"Horror,Comedy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.8,15.495,901,29359216,30000000,1996-07-18,-640784
4781,Una Película de Huevos,"Animation,Comedy",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,15.493,174,0,0,2006-04-21,0
4782,Star Trek: First Contact,"ScienceFiction,Action,Adventure,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.2,15.488,1151,150000000,46000000,1996-11-22,104000000
4783,Lockout,"Action,Thriller,ScienceFiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.9,15.487,1261,32204030,20000000,2012-04-12,12204030
4784,National Lampoon's Vacation,"Comedy,Adventure",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,15.487,914,61399552,15000000,1983-07-28,46399552
4785,The Awakening,"Horror,Thriller,History",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,6.4,15.485999999999999,991,209696,4798235,2011-08-17,-4588539
4786,The Blonde One,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8.0,15.485,80,0,0,2019-09-06,0
4787,Legend of the BoneKnapper Dragon,"Animation,Fantasy,Family,Adventure,Comedy,TVMovie",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6.6,15.484000000000002,148,0,0,2010-10-14,0
4788,Under Siege,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.2,15.484000000000002,916,156563139,35000000,1992-10-08,121563139
4789,Felon,"Action,Crime,Drama,Mystery",1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.1,15.482999999999999,493,0,2900000,2008-07-17,-2900000
4790,Feed,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2,15.482000000000001,166,0,0,2017-04-05,0
4791,Quo Vadis,"Drama,History,Romance",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7.0,15.482000000000001,224,101486,7623000,1951-11-08,-7521514
4792,The Florida Project,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.4,15.481,1706,11303040,2000000,2017-10-06,9303040
4793,Odd Thomas,"Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.6,15.477,687,0,27000000,2013-01-29,-27000000
4794,Hart's War,"Drama,War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.3,15.472999999999999,548,32287044,70000000,2002-02-15,-37712956
4795,St. Agatha,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,15.472000000000001,95,0,0,2018-04-20,0
4796,Blue Velvet,"Crime,Mystery,Thriller",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.7,15.47,1976,8551228,6000000,1986-09-19,2551228
4797,Escaping My Stalker,"Drama,TVMovie",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.9,15.466,7,0,0,2020-01-01,0
4798,A Company Man,"Drama,Action",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,15.466,95,7339398,3500000,2012-10-11,3839398
4799,Wild Child,"Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.7,15.460999999999999,1290,21972336,20000000,2008-08-15,1972336
4800,Assassins,"Action,Adventure,Crime,Thriller",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3,15.460999999999999,939,30303072,50000000,1995-10-06,-19696928
4801,Alelí,"Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,15.457,3,0,0,2019-10-02,0
4802,Feast,"Action,Comedy,Horror,Thriller",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.2,15.457,319,658573,3200000,2005-10-14,-2541427
4803,Hocus Pocus 2,"Fantasy,Family,Comedy",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,15.452,0,0,0,,0
4804,Little Women,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.3,15.45,762,50083616,18000000,1994-12-21,32083616
4805,The Great Dictator,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,15.447000000000001,2054,11000000,2000000,1940-10-23,9000000
4806,Un crack,"Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,15.446,1,0,0,2020-04-03,0
4807,Scooby-Doo! Mask of the Blue Falcon,"Animation,Comedy,Fantasy,Adventure,Family",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.3,15.445,58,0,0,2012-12-15,0
4808,Echelon Conspiracy,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.5,15.442,202,2186782,0,2009-02-27,2186782
4809,Guadalupe-Kings,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,15.435,29,0,0,2019-11-29,0
4810,Doghouse,"Comedy,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,15.434000000000001,216,0,0,2009-06-11,0
4811,Inferno,"Action,Drama,Romance",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.6,15.433,125,0,15000000,1999-09-25,-15000000
4812,Date Movie,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,15.433,581,48548426,20000000,2006-02-17,28548426
4813,Feels Like Euphoria,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,15.43,3,0,0,2017-11-07,0
4814,A Letter to Momo,"Comedy,Fantasy,Animation,Drama,Family",0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7.5,15.43,222,6748712,0,2011-09-10,6748712
4815,A Kind of Murder,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.3,15.429,149,0,0,2016-12-16,0
4816,Beneath,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.3,15.429,91,0,89,2014-07-25,-89
4817,Kung Fu Panda: Secrets of the Masters,"Animation,Action",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,15.429,160,0,0,2011-12-12,0
4818,Robert the Bruce,History,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.9,15.425999999999998,15,0,0,2019-06-28,0
4819,Candyman,"Drama,Horror,Thriller",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6.4,15.423,764,25792310,6000000,1992-10-16,19792310
4820,The Prince & Me,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,15.422,697,0,0,2004-03-28,0
4821,Moulin Rouge!,"Drama,Romance,Music",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7.6,15.42,3249,179213434,52500000,2001-05-24,126713434
4822,Jessabelle,"Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.4,15.419,547,23456897,1000000,2014-11-07,22456897
4823,Dragon: The Bruce Lee Story,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,15.417,389,63513743,14000000,1993-05-07,49513743
4824,Congo,"Action,Adventure,ScienceFiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.4,15.415999999999999,523,152022101,50000000,1995-06-09,102022101
4825,Camp X-Ray,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,15.412,743,59744,1000000,2014-10-17,-940256
4826,High Fidelity,"Comedy,Drama,Romance,Music",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7.2,15.41,1275,47126295,30000000,2000-03-17,17126295
4827,Dirty Dancing,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.6,15.408,340,0,6000000,2017-05-24,-6000000
4828,Carlito's Way,"Crime,Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.8,15.408,1948,63848322,30000000,1993-11-10,33848322
4829,Annie Hall,"Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.8,15.407,2674,38251425,4000000,1977-04-19,34251425
4830,Serenity,"ScienceFiction,Action,Adventure,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.4,15.405,2400,38869464,39000000,2005-09-03,-130536
4831,Tenacious D in The Pick of Destiny,"Comedy,Music",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.7,15.405,1032,13405595,22000000,2006-11-22,-8594405
4832,Gangster Land,"Thriller,Crime,Action",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.6,15.404000000000002,40,0,0,2017-12-01,0
4833,Sorry to Bother You,"Fantasy,ScienceFiction,Comedy",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.9,15.404000000000002,833,0,0,2018-07-06,0
4834,The Tuxedo,"Thriller,Action,Comedy,ScienceFiction",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.6,15.402999999999999,1274,104391623,60000000,2002-09-27,44391623
4835,Das Boot,"Drama,History,War",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,8.1,15.402999999999999,1296,85000000,14000000,1981-09-16,71000000
4836,Fantastic Beasts 5,"Adventure,Fantasy",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,15.4,0,0,0,,0
4837,Young Mother,"Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5,15.399000000000001,10,0,0,2013-07-31,0
4838,DragonHeart,"Fantasy,Action,Adventure",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5,15.395999999999999,1361,115267375,57000000,1996-05-31,58267375
4839,Into the Wild,"Adventure,Drama",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8,15.394,7124,56255142,15000000,2007-09-11,41255142
4840,Honey 2,"Comedy,Drama,Music",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.3,15.392000000000001,306,0,0,2011-06-23,0
4841,Amityville: The Awakening,"Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.4,15.390999999999998,743,0,0,2017-07-20,0
4842,Little Monsters,"Horror,Comedy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.6,15.39,314,0,0,2019-08-29,0
4843,Labyrinth,"Adventure,Family,Fantasy",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.3,15.388,1482,12729917,25000000,1986-06-27,-12270083
4844,Kids,"Drama,Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,15.388,677,7412216,1500000,1995-07-28,5912216
4845,Policeman and Me,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,15.386,13,0,0,2017-03-25,0
4846,Now Is Good,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.4,15.386,877,2699265,0,2012-05-25,2699265
4847,The Punisher,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.7,15.386,325,0,9000000,1989-10-05,-9000000
4848,Runner Runner,"Crime,Thriller,Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.7,15.385,893,62616646,30000000,2013-09-24,32616646
4849,3 Bears Christmas,Family,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,15.384,2,0,0,2019-09-24,0
4850,Swindle,"Comedy,TVMovie,Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.7,15.384,138,0,0,2013-08-23,0
4851,Cadaver,"Horror,Thriller,Drama",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,15.382,0,0,0,2020-10-22,0
4852,Foxcatcher,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.7,15.380999999999998,1701,12096300,24000000,2014-05-19,-11903700
4853,Becoming Mayan: Creating Apocalypto,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,15.38,23,0,0,2007-05-22,0
4854,American Pastoral,"Crime,Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,15.38,478,0,0,2016-10-20,0
4855,The Darkness,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.7,15.379000000000001,441,10898293,4000000,2016-05-13,6898293
4856,Breach,"Drama,Thriller,Crime,History",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,6.6,15.373,354,33231264,0,2007-02-12,33231264
4857,Danger One,"Action,Comedy,Crime,Thriller",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.6,15.372,24,0,0,2018-09-14,0
4858,Spaceballs,"Comedy,ScienceFiction",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.8,15.370999999999999,1931,38119483,22700000,1987-06-24,15419483
4859,Contromano,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,15.364,98,0,0,2018-09-20,0
4860,The Tale,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2,15.364,272,0,0,2018-01-20,0
4861,Hanasaku Iroha: Home Sweet Home,"Animation,Drama,Comedy",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,15.364,24,0,0,2013-03-09,0
4862,Evil Dead II,"Horror,Comedy,Fantasy",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.6,15.364,1797,5923044,3600000,1987-03-13,2323044
