,title,genre_list,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,ScienceFiction,TVMovie,Thriller,War,Western,vote_average,popularity,vote_count,revenue,budget,release_date,profit
4555,The Benchwarmers,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,15.978,541,0,0,2006-04-07,0
4556,Ong Bak 2,"Adventure,Action,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3,15.970999999999998,385,8936663,8500000,2008-12-04,436663
4557,Pokémon 3: The Movie - Spell of the Unown,"Adventure,Fantasy,Animation,Action,Family",1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.4,15.97,414,68411275,16000000,2000-07-08,52411275
4558,Close Encounters of the Third Kind,"ScienceFiction,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.4,15.969000000000001,2727,303788635,20000000,1977-11-18,283788635
4559,Arpeggio of Blue Steel -Ars Nova DC-,"Action,ScienceFiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.5,15.968,6,0,0,2015-01-31,0
4560,Evangelion: Death (True)²,"ScienceFiction,Drama,Animation,Action",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.6,15.967,24,0,0,1997-03-15,0
4561,Lady Bloodfight,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.1,15.967,66,0,0,2016-11-11,0
4562,Police Story 2013,"Action,Crime,Drama,Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.1,15.964,202,81170000,0,2013-12-24,81170000
4563,Volcano,"ScienceFiction,Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,5.7,15.964,917,122823468,90000000,1997-04-25,32823468
4564,The Lobster,"Thriller,Comedy,Drama,Romance,ScienceFiction",0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,7.0,15.963,4050,15656193,4000000,2015-10-15,11656193
4565,6 Days,"Action,Drama,History,Thriller",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5.9,15.958,448,0,1500000,2017-08-03,-1500000
4566,I Spit on Your Grave: Deja Vu,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.9,15.955,42,0,0,2019-04-23,0
4567,Sliver,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.5,15.953,375,116300000,40000000,1993-05-21,76300000
4568,Atonement,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.6,15.950999999999999,2650,131016624,30000000,2007-09-07,101016624
4569,Queen of the Damned,"Drama,Fantasy,Horror",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,5.9,15.949000000000002,638,45479110,35000000,2002-02-10,10479110
4570,Splash,"Comedy,Fantasy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.2,15.947000000000001,822,69821334,8000000,1984-03-09,61821334
4571,"Remi, Nobody's Boy","Romance,Adventure,Family",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.2,15.946,243,0,0,2018-09-30,0
4572,Down a Dark Hall,"Thriller,Drama,Fantasy,Horror",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,5.5,15.945,427,0,0,2018-08-01,0
4573,River Runs Red,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.1,15.943,40,0,0,2018-11-09,0
4574,Psycho II,"Horror,Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6.3,15.943,359,34725000,5000000,1983-06-03,29725000
4575,Detective Conan: Private Eye in the Distant Sea,"Action,Animation,Drama",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.6,15.940999999999999,55,0,0,2013-04-19,0
4576,Home Alone: The Holiday Heist,"Comedy,Crime,Family,TVMovie",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.3,15.939,214,0,0,2012-11-25,0
4577,Yojimbo,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8.2,15.939,788,0,0,1961-04-25,0
4578,Cordelia,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,15.937999999999999,0,0,0,2020-10-23,0
4579,Kickboxer,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7,15.935,817,14697005,1500000,1989-04-20,13197005
4580,Jaws: The Revenge,"Adventure,Thriller",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,15.935,601,51881013,23000000,1987-07-17,28881013
4581,Giovanni's Island,"Animation,Drama,History",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.4,15.934000000000001,54,0,0,2014-02-22,0
4582,Phineas and Ferb the Movie: Across the 2nd Dimension,"Animation,Comedy,Family,TVMovie,Music",0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,6.7,15.925999999999998,313,0,0,2011-08-05,0
4583,Singin' in the Rain,"Comedy,Music,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8.2,15.925999999999998,1905,7200000,2540800,1952-04-09,4659200
4584,Free Birds,"Animation,Comedy,Family",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.9,15.925,522,110000000,55000000,2013-10-30,55000000
4585,Irrational Man,"Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5,15.924000000000001,1787,27391084,11000000,2015-07-17,16391084
4586,The Messenger: The Story of Joan of Arc,"Adventure,Drama,Action,History,War",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.3,15.923,908,66976317,85000000,1999-10-27,-18023683
4587,Alpha and Omega,"Animation,Family,Comedy,Adventure,Romance",0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.4,15.921,286,50500000,20000000,2010-09-17,30500000
4588,Apollo 11,"Documentary,History",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0,15.92,344,0,0,2019-03-01,0
4589,Ghost in the Shell 2: Innocence,"Animation,Drama,ScienceFiction",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.3,15.92,483,9789651,0,2004-03-06,9789651
4590,Are You Here,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,15.918,192,0,0,2013-09-07,0
4591,Batman vs. Two-Face,"Action,Animation,Comedy",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,15.915999999999999,100,0,0,2017-11-14,0
4592,I Am Not an Easy Man,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,15.914000000000001,758,0,0,2018-04-13,0
4593,The Suicide Squad,"Action,Adventure,Fantasy,Crime",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,15.909,0,0,0,2021-08-04,0
4594,Magic Mike,"Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,15.909,2234,167221571,7000000,2012-06-28,160221571
4595,The Monuments Men,"War,Drama,History,Action",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.0,15.905,2642,154984035,70000000,2014-01-24,84984035
4596,Doctor Strange,"Action,Animation,Fantasy,ScienceFiction",1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.8,15.904000000000002,206,0,0,2007-08-14,0
4597,Premonition,"Thriller,Drama,Mystery",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.2,15.902000000000001,989,84146832,20000000,2007-02-08,64146832
4598,Sympathy for Lady Vengeance,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.5,15.901,932,23803308,0,2005-07-29,23803308
4599,Trolled,"Animation,Family",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3,15.895999999999999,3,0,0,2018-09-18,0
4600,The Last of the Mohicans,"Action,Adventure,Drama,History,Romance,War",1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,7.4,15.895,1912,75505856,40000000,1992-09-25,35505856
4601,Barry Lyndon,"Drama,Romance,War",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,8.0,15.89,1654,20000000,11000000,1975-11-26,9000000
4602,He's Out There,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.8,15.889000000000001,172,0,0,2018-10-25,0
4603,Vantage Point,"Drama,Action,Thriller,Crime",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.3,15.889000000000001,1390,151161491,40000000,2008-02-01,111161491
4604,Wheelman,"Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,15.884,386,0,0,2017-10-20,0
4605,The Book of Esther,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,15.884,11,0,0,2013-05-31,0
4606,The Little Vampire,"Family,Adventure,Comedy,Fantasy",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.5,15.884,254,13555988,22000000,2000-10-27,-8444012
4607,13,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.7,15.883,502,3317662,0,2010-03-12,3317662
4608,For Love of the Game,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.4,15.882,239,46112640,50000000,1999-09-17,-3887360
4609,Unthinkable,"Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.7,15.88,745,0,15000000,2010-06-14,-15000000
4610,Tattoo of Revenge,"Comedy,Romance,Thriller",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.5,15.879000000000001,4,0,0,2020-02-14,0
4611,Manhattan Night,"Drama,Mystery,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.0,15.878,255,0,0,2016-05-20,0
4612,Poltergeist III,"Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.1,15.878,283,14144000,10500000,1988-06-10,3644000
4613,Grave Encounters,"Thriller,Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.2,15.872,949,0,1000000,2011-09-09,-1000000
4614,Paths of Glory,"Drama,War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.3,15.870999999999999,1665,0,935000,1957-09-18,-935000
4615,Haikyuu!! The Movie: The End and the Beginning,"Animation,Comedy,Drama",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0,15.864,7,0,0,2015-07-03,0
4616,Movie 43,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,15.862,1618,32438988,6000000,2013-01-01,26438988
4617,The Ballad of Buster Scruggs,"Comedy,Drama,Western",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.2,15.86,2541,0,0,2018-11-09,0
4618,The Devil's Rejects,"Drama,Horror,Crime",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6.7,15.86,876,19246174,7000000,2005-07-22,12246174
4619,Moonrise Kingdom,"Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.7,15.857999999999999,3944,68263166,16000000,2012-05-24,52263166
4620,The Rugrats Movie,"Animation,Family,Comedy",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.9,15.854000000000001,367,100491683,30000000,1998-11-20,70491683
4621,Forsaken,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9,15.850999999999999,208,0,11000000,2015-09-16,-11000000
4622,Marrowbone,"Drama,Thriller,Mystery,Horror",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7.1,15.849,736,11165901,8000000,2017-10-27,3165901
4623,Independence Daysaster,"Action,ScienceFiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.3,15.849,51,0,1800000,2013-06-27,-1800000
4624,Legends of Oz: Dorothy's Return,"Animation,Music,Family",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5.8,15.847000000000001,119,18662027,70000000,2014-05-08,-51337973
4625,Flash Gordon,ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1,15.845999999999998,542,27107960,35000000,1980-09-01,-7892040
4626,The Darjeeling Limited,"Adventure,Drama,Comedy",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2,15.843,2128,24377151,16000000,2007-09-07,8377151
4627,Bootleg Dad,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,15.841,7,0,0,2019-10-25,0
4628,Gringo,"Comedy,Action",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,15.84,500,0,0,2018-03-08,0
4629,The X Files: I Want to Believe,"Drama,Mystery,ScienceFiction,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,5.6,15.839,966,68369434,30000000,2008-07-24,38369434
4630,Cabin Fever,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.6,15.838,773,30553395,1500000,2003-08-15,29053395
4631,Critters 2,"Comedy,Horror,ScienceFiction",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.8,15.837,231,3813293,4500000,1988-04-29,-686707
4632,Spanglish,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,15.837,847,55041367,80000000,2004-12-17,-24958633
4633,Death Becomes Her,"Comedy,Fantasy,Horror",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6.7,15.835999999999999,1591,149022650,55000000,1992-07-30,94022650
4634,The Bounty Hunter,"Action,Comedy,Drama",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8,15.835,2043,136000000,40000000,2010-03-16,96000000
4635,Four Brothers,"Action,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,15.825999999999999,1343,92374674,45000000,2005-08-11,47374674
4636,Apostasy,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.9,15.818,34,0,0,2017-09-29,0
4637,Behaving Badly,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,15.818,417,0,0,2014-04-14,0
4638,Free Willy 2: The Adventure Home,"Adventure,Family,Drama",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.9,15.818,373,0,0,1995-07-19,0
4639,I Met a Girl,"Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.807,0,0,0,2020-11-26,0
4640,A Violent Separation,"Crime,Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,15.807,47,0,0,2019-05-17,0
4641,Legend,"Adventure,Fantasy",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.3,15.807,713,15502112,24500000,1985-07-19,-8997888
4642,John Q,"Drama,Thriller,Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.2,15.807,1447,102244770,36000000,2002-02-15,66244770
4643,I Origins,"ScienceFiction,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.6,15.800999999999998,2292,336472,0,2014-07-18,336472
4644,Willow,"Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,15.800999999999998,1106,57269863,35000000,1988-05-01,22269863
4645,Futurama: Bender's Game,"Animation,Comedy,ScienceFiction",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,15.799000000000001,321,0,0,2008-11-03,0
4646,Gattaca,"Thriller,ScienceFiction,Mystery,Romance",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,7.5,15.799000000000001,4193,12532777,36000000,1997-09-07,-23467223
4647,Free Willy,"Family,Adventure,Drama",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.2,15.797,1181,153698625,20000000,1993-07-16,133698625
4648,Erin Brockovich,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.4,15.797,1982,256271286,52000000,2000-03-17,204271286
4649,Crash,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3,15.796,2365,98410061,6500000,2005-05-06,91910061
4650,The Boss Baby: Get That Baby!,"Comedy,Family,Animation",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8,15.79,9,0,0,2020-09-01,0
4651,Burning,"Mystery,Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7.4,15.784,793,6591038,7280000,2018-05-17,-688962
4652,They Call Me Trinity,"Action,Comedy,Western",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.6,15.784,775,0,0,1970-12-22,0
4653,Zookeeper,"Comedy,Romance,Family",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.4,15.783,1111,169852759,80000000,2011-07-06,89852759
4654,Biker Boyz,"Action,Drama",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5,15.783,162,23510601,24000000,2003-01-31,-489399
4655,127 Hours,"Adventure,Drama,Thriller",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.0,15.782,5472,35692920,18000000,2010-11-05,17692920
4656,A Ghost Story,"Drama,Fantasy,Romance",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.1,15.773,1451,1596371,100000,2017-04-24,1496371
4657,While at War,"Drama,History,War",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.3,15.769,161,12277353,4735684,2019-09-27,7541669
4658,Lemony Snicket's A Series of Unfortunate Events,"Adventure,Comedy,Family",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8,15.767000000000001,3733,209073645,140000000,2004-12-16,69073645
4659,Major Payne,"Adventure,Comedy,Family",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,15.764000000000001,418,30112050,0,1995-03-24,30112050
4660,The App,"Drama,ScienceFiction",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.7,15.762,91,0,0,2019-12-26,0
4661,The Accused,"Thriller,Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.8,15.759,125,0,0,2018-09-13,0
4662,Hot Summer Nights,"Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,15.757,365,0,0,2018-07-26,0
4663,Sister Act 2: Back in the Habit,"Music,Comedy",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.3,15.755,1149,57319029,38000000,1993-12-09,19319029
4664,Tini: The New Life of Violetta,"Comedy,Drama,Music",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7.1,15.75,257,17000172,19201483,2016-05-04,-2201311
4665,Fatman,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,15.745999999999999,3,0,0,2020-10-17,0
4666,Lethal Weapon,"Adventure,Action,Comedy,Thriller,Crime",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.2,15.745999999999999,2920,120207127,15000000,1987-03-06,105207127
4667,The DUFF,"Romance,Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8,15.745,3548,43528634,8500000,2015-02-20,35028634
4668,The Contract,"Drama,Action,Thriller,Crime",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.6,15.745,320,5549200,25000000,2006-04-05,-19450800
4669,Fairy Tail: Phoenix Priestess,"Action,Adventure,Comedy,Fantasy,Animation",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3,15.742,127,0,0,2012-08-18,0
4670,A Thousand Words,"Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,15.742,932,22044277,40000000,2012-03-07,-17955723
4671,Perdida,"Drama,Mystery,Crime",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6.1,15.741,157,0,667000,2018-04-19,-667000
4672,Extraction,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5,15.739,239,16775,0,2015-12-18,16775
4673,Tale of Tales,"Romance,Fantasy,Horror",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,6.3,15.738,1125,0,12000000,2015-05-14,-12000000
4674,Jungleland,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.735999999999999,0,0,0,2020-11-06,0
4675,Abduction,"Thriller,Action,Mystery",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.9,15.73,2251,82087155,35000000,2011-09-22,47087155
4676,The Tales of Strango the Clown,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,15.727,0,0,0,2020-10-30,0
4677,The Batman vs. Dracula,"Fantasy,Animation,Horror,Action,Thriller,ScienceFiction,Family,Mystery",1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,6.7,15.724,184,0,0,2005-10-18,0
4678,What Dreams May Come,"Drama,Fantasy,Romance",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.1,15.72,1534,71485043,85000000,1998-10-02,-13514957
4679,Captain Phillips,"Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.6,15.717,4805,95000000,55000000,2013-10-10,40000000
4680,The Walk,"Adventure,Drama,Thriller",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.9,15.716,2333,61181942,35000000,2015-09-30,26181942
4681,Marmaduke,"Family,Comedy",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1,15.714,498,83761844,50000000,2010-06-04,33761844
4682,Jackass 2.5,"Comedy,Documentary",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,15.712,293,0,0,2007-12-18,0
4683,Billy Elliot,"Drama,Comedy,Music",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7.6,15.712,2660,109280263,5000000,2000-05-18,104280263
4684,The Skeleton Key,"Drama,Horror,Mystery,Thriller",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,6.6,15.710999999999999,1365,93983911,43000000,2005-07-29,50983911
4685,Marshall,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3,15.705,364,10051659,12000000,2017-10-13,-1948341
4686,Identity,"Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.2,15.703,2411,90259536,28000000,2003-04-25,62259536
4687,Takers,"Action,Crime,Drama,Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.2,15.700999999999999,799,69055695,32000000,2010-08-26,37055695
4688,Jackie Brown,"Crime,Thriller,Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.3,15.694,4248,39673162,12000000,1997-04-10,27673162
4689,Thor: Love and Thunder,"Action,Adventure,Fantasy,Comedy,ScienceFiction",1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,15.693,0,0,0,2022-02-10,0
4690,Leprechaun: Origins,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.2,15.687999999999999,139,0,0,2014-08-22,0
4691,Speed 2: Cruise Control,"Action,Adventure,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5,15.681,1023,164508066,160000000,1997-06-13,4508066
4692,Crystal Skulls,"Adventure,ScienceFiction",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.1,15.68,13,0,0,2014-08-12,0
4693,Batman Unlimited: Monster Mayhem,"Action,Animation,Family",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.1,15.679,86,0,0,2015-08-18,0
4694,Zoolander 2,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,15.677,1635,55969000,50000000,2016-02-06,5969000
4695,The Frozen Ground,"Thriller,Crime",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.2,15.675,975,5496951,27220000,2013-07-11,-21723049
4696,Gloria mundi,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.2,15.667,45,0,4100000,2019-11-27,-4100000
4697,The Big Boss,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,15.664000000000001,406,0,100000,1971-10-02,-100000
4698,Cradle 2 the Grave,"Action,Crime,Drama",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,15.663,552,56489558,25000000,2003-02-28,31489558
4699,The Lake House,"Romance,Drama,Mystery",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6.8,15.66,1772,114830111,40000000,2006-06-16,74830111
4700,DC Super Hero Girls: Legends of Atlantis,"Animation,Family",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.3,15.659,11,0,0,2018-07-22,0
4701,Body Double,"Crime,Mystery,Thriller",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.8,15.655999999999999,354,8801940,10000000,1984-10-25,-1198060
4702,Babylon A.D.,"Action,Adventure,ScienceFiction,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.5,15.655,1372,72108608,70000000,2008-08-20,2108608
4703,The Secret Garden,"Drama,Family,Fantasy",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7.3,15.654000000000002,566,0,0,1993-08-13,0
4704,Crystal Lake Memories: The Complete History of Friday the 13th,"Documentary,Horror,History",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7.8,15.65,58,0,0,2013-09-13,0
4705,Training 'John Wick',Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,15.649000000000001,5,0,0,2017-06-13,0
4706,Children of the Corn: Revelation,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.2,15.640999999999998,54,0,2500000,2001-10-09,-2500000
